iteration index, timestamp [ms], iterTime [ms], toggleTime [ms], motors_phase_time[iter], tfLuna distance [cm], tfLuna strength, tfLuna chip temperature [degC], mpu acceleration X [m/s^2], mpu acceleration Y [m/s^2], mpu acceleration Z [m/s^2], mpu rotation X [rad/s], mpu rotation Y (rad/s), mpu rotation Z [rad/s], mpu chip temprature [degC], VL53L0X 1 distance [mm], VL53L0X 2 distance [mm], VL53L0X 3 distance [mm]
677,73555,50,43,7,-1,-1,-1.00,0.64,0.50,10.37,-0.05,-0.04,-0.02,22.25,176,57,192

678,73605,50,43,7,-1,-1,-1.00,0.24,0.32,10.29,-0.06,-0.05,-0.02,22.25,167,54,190

679,73655,50,43,7,-1,-1,-1.00,0.64,0.54,10.42,-0.05,-0.04,-0.02,22.25,171,56,190

680,73705,50,43,7,-1,-1,-1.00,0.25,0.31,10.28,-0.06,-0.04,-0.02,22.24,165,57,186

681,73755,50,43,7,-1,-1,-1.00,0.35,0.37,10.39,-0.05,-0.03,-0.01,22.25,177,58,190

682,73805,50,43,7,-1,-1,-1.00,0.25,0.30,10.31,-0.06,-0.05,-0.02,22.24,170,55,189

683,73855,50,43,7,-1,-1,-1.00,0.51,0.41,10.36,-0.05,-0.03,-0.01,22.24,170,55,189

684,73905,50,43,7,-1,-1,-1.00,0.25,0.32,10.30,-0.06,-0.05,-0.02,22.25,162,56,193

685,73955,50,43,7,-1,-1,-1.00,0.22,0.40,10.36,-0.05,-0.04,-0.02,22.25,168,53,190

686,74005,50,43,7,-1,-1,-1.00,0.07,0.24,10.24,-0.06,-0.04,-0.03,22.23,163,56,191

687,74055,50,43,7,-1,-1,-1.00,0.22,0.52,10.35,-0.07,-0.04,-0.02,22.24,179,55,188

688,74108,49,40,10,-1,-1,-1.00,0.25,0.34,10.32,-0.05,-0.04,-0.02,22.24,170,50,185

689,74155,49,42,8,-1,-1,-1.00,0.00,0.43,10.44,-0.07,-0.05,-0.01,22.23,174,57,189

690,74203,50,43,7,-1,-1,-1.00,0.25,0.31,10.30,-0.06,-0.04,-0.02,22.25,170,53,186

691,74254,49,42,8,-1,-1,-1.00,0.15,0.40,10.42,-0.07,-0.05,-0.02,22.25,173,52,196

692,74302,50,43,7,-1,-1,-1.00,0.27,0.31,10.31,-0.06,-0.04,-0.03,22.25,172,54,191

693,74352,50,43,7,-1,-1,-1.00,0.43,0.38,10.43,-0.05,-0.03,-0.01,22.25,172,54,189

694,74402,50,43,7,-1,-1,-1.00,0.25,0.30,10.29,-0.06,-0.05,-0.02,22.24,171,55,192

695,74452,50,43,7,-1,-1,-1.00,0.21,0.39,10.36,-0.05,-0.04,-0.02,22.24,173,54,189

696,74502,50,43,7,-1,-1,-1.00,0.04,0.22,10.21,-0.06,-0.04,-0.02,22.25,163,58,186

697,74552,50,43,7,-1,-1,-1.00,0.20,0.51,10.45,-0.07,-0.05,-0.02,22.25,174,57,193

698,74602,50,43,7,-1,-1,-1.00,0.26,0.32,10.32,-0.05,-0.04,-0.02,22.25,174,55,190

699,74652,50,43,7,-1,-1,-1.00,0.00,0.40,10.52,-0.06,-0.04,-0.01,22.27,174,52,187

700,74967,49,43,7,-1,-1,-1.00,0.24,0.36,10.35,-0.06,-0.04,-0.03,22.26,172,53,193

701,75016,50,43,7,-1,-1,-1.00,0.00,0.40,10.44,-0.07,-0.05,-0.01,22.26,169,55,185

702,75066,50,43,7,-1,-1,-1.00,0.24,0.34,10.33,-0.06,-0.04,-0.02,22.26,176,54,190

703,75116,50,43,7,-1,-1,-1.00,0.16,0.44,10.42,-0.07,-0.04,-0.02,22.27,176,52,190

704,75166,50,43,7,-1,-1,-1.00,0.25,0.33,10.32,-0.06,-0.04,-0.02,22.27,167,53,187

705,75216,50,43,7,-1,-1,-1.00,0.30,0.36,10.38,-0.05,-0.03,-0.01,22.25,174,55,191

706,75266,50,43,7,-1,-1,-1.00,0.26,0.32,10.30,-0.06,-0.04,-0.02,22.25,167,55,197

707,75318,59,41,9,-1,-1,-1.00,0.07,0.37,10.49,-0.05,-0.04,-0.01,22.27,171,54,193

708,75377,50,41,9,-1,-1,-1.00,0.29,0.34,10.34,-0.04,-0.04,-0.04,22.27,171,55,188

709,75427,50,41,9,-1,-1,-1.00,0.04,0.42,10.34,-0.09,-0.05,-0.01,22.27,171,55,186

710,75476,49,42,8,-1,-1,-1.00,0.24,0.34,10.32,-0.05,-0.04,-0.02,22.27,166,55,188

711,75524,50,43,7,-1,-1,-1.00,0.22,0.41,10.40,-0.07,-0.05,-0.02,22.26,171,54,192

712,75574,50,43,7,-1,-1,-1.00,0.23,0.37,10.34,-0.06,-0.04,-0.02,22.25,171,55,190

713,75624,50,43,7,-1,-1,-1.00,-0.00,0.40,10.52,-0.06,-0.04,-0.01,22.26,169,53,195

714,75674,50,43,7,-1,-1,-1.00,0.25,0.31,10.31,-0.06,-0.04,-0.02,22.26,169,53,192

715,75724,50,43,7,-1,-1,-1.00,0.15,0.40,10.42,-0.07,-0.05,-0.02,22.27,167,54,194

716,75774,50,43,7,-1,-1,-1.00,0.26,0.33,10.32,-0.05,-0.04,-0.02,22.27,168,55,188

717,75824,50,43,7,-1,-1,-1.00,0.05,0.40,10.25,-0.07,-0.04,-0.01,22.27,171,54,195

718,75874,50,43,7,-1,-1,-1.00,0.26,0.34,10.31,-0.06,-0.04,-0.02,22.26,167,57,194

719,75924,50,43,7,-1,-1,-1.00,0.22,0.38,10.36,-0.05,-0.04,-0.03,22.26,168,60,188

720,75974,50,43,7,-1,-1,-1.00,0.01,0.23,10.24,-0.05,-0.04,-0.03,22.26,163,54,190

721,76024,50,43,7,-1,-1,-1.00,0.24,0.53,10.39,-0.07,-0.05,-0.02,22.26,179,54,186

722,76074,50,43,7,-1,-1,-1.00,0.25,0.34,10.31,-0.05,-0.04,-0.02,22.26,161,52,192

723,76124,50,43,7,-1,-1,-1.00,0.07,0.45,10.30,-0.07,-0.04,-0.02,22.25,174,59,188

724,76174,50,43,7,-1,-1,-1.00,0.25,0.34,10.33,-0.06,-0.04,-0.02,22.26,166,56,193

725,76224,50,43,7,-1,-1,-1.00,0.03,0.39,10.30,-0.07,-0.05,-0.01,22.26,170,52,191

726,76274,50,43,7,-1,-1,-1.00,0.25,0.34,10.32,-0.06,-0.04,-0.02,22.26,170,53,194

727,76324,50,43,7,-1,-1,-1.00,0.04,0.40,10.31,-0.07,-0.05,-0.01,22.26,179,56,193

728,76374,50,43,7,-1,-1,-1.00,0.25,0.34,10.32,-0.06,-0.04,-0.02,22.27,172,53,189

729,76424,50,43,7,-1,-1,-1.00,0.01,0.41,10.53,-0.06,-0.04,-0.01,22.27,175,58,189

730,76474,50,43,7,-1,-1,-1.00,0.25,0.31,10.29,-0.06,-0.04,-0.02,22.27,173,53,189

731,76524,50,43,7,-1,-1,-1.00,0.13,0.41,10.43,-0.07,-0.05,-0.02,22.26,173,56,193

732,76574,50,43,7,-1,-1,-1.00,0.26,0.33,10.31,-0.05,-0.04,-0.02,22.26,171,55,186

733,76624,51,43,7,-1,-1,-1.00,0.05,0.40,10.25,-0.07,-0.04,-0.01,22.26,182,51,193

734,76704,49,14,36,-1,-1,-1.00,0.26,0.40,10.39,-0.04,-0.03,-0.03,22.26,163,54,190

735,76726,50,41,9,-1,-1,-1.00,0.22,0.39,10.37,-0.06,-0.04,-0.03,22.26,171,54,194

736,76775,49,42,8,-1,-1,-1.00,0.33,0.34,10.30,-0.06,-0.05,-0.03,22.26,176,59,196

737,76823,50,43,7,-1,-1,-1.00,0.00,0.40,10.44,-0.07,-0.06,-0.01,22.26,169,54,189

738,76873,50,43,7,-1,-1,-1.00,0.24,0.34,10.32,-0.05,-0.04,-0.02,22.26,174,53,184

739,76923,50,43,7,-1,-1,-1.00,0.21,0.48,10.41,-0.07,-0.04,-0.02,22.26,172,56,190

740,76973,50,43,7,-1,-1,-1.00,0.25,0.32,10.31,-0.06,-0.04,-0.02,22.27,173,54,186

741,77023,50,43,7,-1,-1,-1.00,-0.01,0.42,10.51,-0.06,-0.05,-0.01,22.27,173,53,194

742,77073,50,43,7,-1,-1,-1.00,0.24,0.32,10.30,-0.06,-0.04,-0.02,22.26,168,53,194

743,77123,50,43,7,-1,-1,-1.00,0.14,0.39,10.42,-0.07,-0.05,-0.02,22.26,176,53,187

744,77173,50,43,7,-1,-1,-1.00,0.25,0.32,10.32,-0.05,-0.04,-0.02,22.26,166,55,190

745,77223,50,43,7,-1,-1,-1.00,0.06,0.41,10.27,-0.07,-0.04,-0.01,22.26,173,49,185

746,77273,50,43,7,-1,-1,-1.00,0.26,0.34,10.32,-0.06,-0.04,-0.02,22.27,166,52,190

747,77323,50,43,7,-1,-1,-1.00,0.29,0.41,10.38,-0.05,-0.04,-0.03,22.27,173,55,193

748,77373,50,43,7,-1,-1,-1.00,0.25,0.32,10.29,-0.06,-0.04,-0.02,22.26,168,52,194

749,77423,50,43,7,-1,-1,-1.00,0.15,0.41,10.42,-0.07,-0.05,-0.02,22.26,172,56,187

750,77473,50,43,7,-1,-1,-1.00,0.27,0.31,10.32,-0.05,-0.04,-0.02,22.26,169,55,192

751,77523,50,43,7,-1,-1,-1.00,0.10,0.46,10.33,-0.07,-0.04,-0.02,22.26,179,56,190

752,77573,50,43,7,-1,-1,-1.00,0.25,0.34,10.31,-0.06,-0.04,-0.02,22.26,168,54,196

753,77623,50,43,7,-1,-1,-1.00,0.06,0.40,10.26,-0.07,-0.04,-0.01,22.26,178,54,194

754,77673,50,43,7,-1,-1,-1.00,0.26,0.34,10.30,-0.06,-0.04,-0.02,22.26,168,53,192

755,77723,50,43,7,-1,-1,-1.00,0.30,0.41,10.38,-0.05,-0.04,-0.03,22.27,172,57,191

756,77773,50,43,7,-1,-1,-1.00,0.25,0.32,10.29,-0.06,-0.04,-0.02,22.26,167,52,190

757,77823,50,43,7,-1,-1,-1.00,0.13,0.41,10.42,-0.07,-0.05,-0.02,22.26,177,52,186

758,77876,61,40,10,-1,-1,-1.00,0.25,0.32,10.31,-0.05,-0.04,-0.02,22.27,171,57,187

759,77936,49,41,9,-1,-1,-1.00,0.21,0.46,10.39,-0.09,-0.06,-0.02,22.27,170,55,190

760,77984,49,42,8,-1,-1,-1.00,0.22,0.37,10.33,-0.05,-0.04,-0.02,22.27,172,55,187

761,78032,50,43,7,-1,-1,-1.00,0.23,0.37,10.35,-0.06,-0.04,-0.03,22.27,170,55,191

762,78082,50,43,7,-1,-1,-1.00,0.16,0.30,10.32,-0.05,-0.04,-0.04,22.27,166,53,193

763,78132,50,43,7,-1,-1,-1.00,0.12,0.43,10.25,-0.08,-0.05,-0.02,22.27,170,53,187

764,78182,50,43,7,-1,-1,-1.00,0.26,0.35,10.33,-0.05,-0.04,-0.02,22.27,174,55,192

765,78232,50,43,7,-1,-1,-1.00,0.11,0.46,10.35,-0.07,-0.04,-0.02,22.27,173,57,189

766,78282,50,43,7,-1,-1,-1.00,0.23,0.34,10.33,-0.06,-0.04,-0.02,22.28,167,53,188

767,78332,50,43,7,-1,-1,-1.00,0.09,0.46,10.33,-0.07,-0.04,-0.02,22.27,173,56,190

768,78382,50,43,7,-1,-1,-1.00,0.24,0.35,10.33,-0.06,-0.04,-0.02,22.27,166,55,187

769,78432,50,43,7,-1,-1,-1.00,0.07,0.41,10.26,-0.07,-0.04,-0.01,22.27,172,54,189

770,78482,50,43,7,-1,-1,-1.00,0.26,0.34,10.31,-0.06,-0.04,-0.02,22.28,173,51,193

771,78532,50,43,7,-1,-1,-1.00,0.21,0.38,10.35,-0.05,-0.04,-0.03,22.28,175,52,192

772,78582,50,43,7,-1,-1,-1.00,0.01,0.22,10.26,-0.05,-0.04,-0.03,22.28,166,53,193

773,78632,50,43,7,-1,-1,-1.00,0.21,0.51,10.42,-0.07,-0.05,-0.02,22.28,178,56,191

774,78682,50,43,7,-1,-1,-1.00,0.25,0.33,10.32,-0.05,-0.04,-0.02,22.28,172,57,190

775,78732,50,43,7,-1,-1,-1.00,-0.02,0.42,10.52,-0.06,-0.05,-0.01,22.28,178,54,195

776,78782,50,43,7,-1,-1,-1.00,0.23,0.32,10.30,-0.06,-0.04,-0.02,22.28,171,55,192

777,78832,50,43,7,-1,-1,-1.00,0.14,0.40,10.41,-0.07,-0.05,-0.02,22.28,175,48,193

778,78882,50,43,7,-1,-1,-1.00,0.26,0.33,10.30,-0.05,-0.04,-0.02,22.28,168,58,187

779,78932,50,43,7,-1,-1,-1.00,0.05,0.40,10.27,-0.07,-0.04,-0.01,22.28,171,54,187

780,78982,50,43,7,-1,-1,-1.00,0.25,0.34,10.32,-0.06,-0.04,-0.02,22.27,169,55,185

781,79032,50,43,7,-1,-1,-1.00,0.21,0.38,10.35,-0.05,-0.04,-0.03,22.28,174,55,183

782,79082,50,43,7,-1,-1,-1.00,0.01,0.23,10.24,-0.05,-0.04,-0.03,22.28,169,55,187

783,79161,50,14,36,-1,-1,-1.00,0.16,0.40,10.41,-0.08,-0.06,-0.02,22.28,173,55,187

784,79183,49,42,8,-1,-1,-1.00,0.26,0.34,10.32,-0.05,-0.04,-0.02,22.27,168,57,196

785,79234,50,40,10,-1,-1,-1.00,0.23,0.37,10.33,-0.07,-0.05,-0.02,22.29,173,55,191

786,79282,49,42,8,-1,-1,-1.00,0.24,0.37,10.33,-0.06,-0.04,-0.02,22.29,172,57,188

787,79330,50,43,7,-1,-1,-1.00,0.23,0.38,10.35,-0.05,-0.04,-0.02,22.27,174,55,192

788,79380,50,43,7,-1,-1,-1.00,0.30,0.32,10.26,-0.05,-0.05,-0.04,22.28,167,57,187

789,79430,50,43,7,-1,-1,-1.00,-0.01,0.44,10.46,-0.08,-0.06,-0.01,22.27,173,55,190

790,79480,50,43,7,-1,-1,-1.00,0.25,0.33,10.33,-0.05,-0.04,-0.02,22.28,166,54,190

791,79530,50,43,7,-1,-1,-1.00,0.22,0.51,10.35,-0.07,-0.04,-0.02,22.27,178,53,192

792,79580,50,43,7,-1,-1,-1.00,0.26,0.34,10.32,-0.05,-0.04,-0.02,22.28,169,50,192

793,79630,50,43,7,-1,-1,-1.00,0.17,0.44,10.42,-0.07,-0.04,-0.02,22.27,173,54,187

794,79680,50,43,7,-1,-1,-1.00,0.25,0.32,10.32,-0.05,-0.04,-0.02,22.27,171,58,193

795,79730,50,43,7,-1,-1,-1.00,0.36,0.36,10.37,-0.05,-0.03,-0.01,22.27,171,55,191

796,79780,50,43,7,-1,-1,-1.00,0.25,0.32,10.32,-0.06,-0.04,-0.02,22.27,170,54,196

797,79830,50,43,7,-1,-1,-1.00,0.22,0.37,10.35,-0.06,-0.04,-0.02,22.27,174,55,196

798,79880,50,43,7,-1,-1,-1.00,0.09,0.26,10.32,-0.05,-0.04,-0.03,22.26,174,54,192

799,79930,50,43,7,-1,-1,-1.00,0.17,0.47,10.30,-0.08,-0.05,-0.02,22.27,175,53,191

800,80177,49,43,7,-1,-1,-1.00,0.24,0.35,10.35,-0.06,-0.04,-0.02,22.27,171,54,198

801,80226,50,43,7,-1,-1,-1.00,0.02,0.40,10.41,-0.07,-0.06,-0.01,22.26,175,53,190

802,80276,50,43,7,-1,-1,-1.00,0.23,0.34,10.33,-0.05,-0.04,-0.02,22.26,169,53,198

803,80326,50,43,7,-1,-1,-1.00,0.17,0.42,10.43,-0.07,-0.04,-0.02,22.27,175,55,182

804,80376,50,43,7,-1,-1,-1.00,0.26,0.33,10.33,-0.05,-0.04,-0.02,22.27,166,53,196

805,80433,49,36,14,-1,-1,-1.00,0.26,0.49,10.39,-0.07,-0.04,-0.02,22.27,167,53,191

806,80479,49,39,11,-1,-1,-1.00,0.24,0.33,10.34,-0.05,-0.04,-0.02,22.27,167,56,187

807,80525,50,42,8,-1,-1,-1.00,0.47,0.39,10.39,-0.05,-0.03,-0.01,22.27,174,55,186

808,80578,49,39,11,-1,-1,-1.00,0.25,0.33,10.31,-0.06,-0.04,-0.02,22.26,171,55,187

809,80624,49,42,8,-1,-1,-1.00,0.20,0.41,10.33,-0.06,-0.04,-0.02,22.26,171,52,187

810,80672,50,43,7,-1,-1,-1.00,0.25,0.35,10.34,-0.06,-0.04,-0.02,22.27,169,53,193

811,80722,50,43,7,-1,-1,-1.00,0.47,0.39,10.37,-0.05,-0.03,-0.01,22.27,176,59,189

812,80772,50,43,7,-1,-1,-1.00,0.25,0.32,10.31,-0.06,-0.04,-0.02,22.27,171,52,182

813,80822,50,43,7,-1,-1,-1.00,0.22,0.37,10.35,-0.06,-0.04,-0.02,22.27,170,59,187

814,80872,50,43,7,-1,-1,-1.00,0.22,0.31,10.31,-0.05,-0.05,-0.04,22.26,170,53,189

815,80922,50,43,7,-1,-1,-1.00,0.03,0.40,10.28,-0.08,-0.05,-0.02,22.27,175,53,187

816,80972,50,43,7,-1,-1,-1.00,0.24,0.35,10.33,-0.05,-0.04,-0.02,22.27,166,53,193

817,81022,50,43,7,-1,-1,-1.00,0.64,0.53,10.40,-0.05,-0.04,-0.02,22.28,171,53,188

818,81072,50,43,7,-1,-1,-1.00,0.26,0.33,10.30,-0.06,-0.04,-0.02,22.26,167,58,191

819,81122,50,43,7,-1,-1,-1.00,0.01,0.43,10.42,-0.07,-0.05,-0.01,22.26,171,55,188

820,81172,50,43,7,-1,-1,-1.00,0.25,0.33,10.32,-0.05,-0.04,-0.02,22.28,168,53,187

821,81222,50,43,7,-1,-1,-1.00,0.16,0.38,10.41,-0.07,-0.05,-0.02,22.27,174,56,191

822,81272,50,43,7,-1,-1,-1.00,0.26,0.32,10.32,-0.05,-0.04,-0.02,22.27,172,52,186

823,81322,50,43,7,-1,-1,-1.00,0.04,0.39,10.30,-0.08,-0.05,-0.01,22.28,166,54,194

824,81372,50,43,7,-1,-1,-1.00,0.25,0.34,10.31,-0.05,-0.04,-0.02,22.27,169,53,189

825,81422,50,43,7,-1,-1,-1.00,0.04,0.41,10.39,-0.07,-0.05,-0.01,22.27,170,54,189

826,81472,50,43,7,-1,-1,-1.00,0.25,0.34,10.31,-0.05,-0.04,-0.02,22.27,166,58,194

827,81522,50,43,7,-1,-1,-1.00,0.23,0.50,10.40,-0.07,-0.05,-0.02,22.27,174,54,189

828,81572,50,43,7,-1,-1,-1.00,0.26,0.34,10.32,-0.05,-0.04,-0.02,22.27,174,54,189

829,81622,50,43,7,-1,-1,-1.00,0.22,0.51,10.36,-0.07,-0.04,-0.02,22.27,175,54,189

830,81672,50,43,7,-1,-1,-1.00,0.25,0.34,10.32,-0.05,-0.04,-0.02,22.27,167,53,193

831,81722,50,43,7,-1,-1,-1.00,0.16,0.42,10.42,-0.07,-0.04,-0.02,22.26,174,54,188

832,81772,50,43,7,-1,-1,-1.00,0.26,0.32,10.32,-0.05,-0.04,-0.02,22.27,168,51,184

833,81822,50,43,7,-1,-1,-1.00,0.34,0.35,10.36,-0.06,-0.04,-0.01,22.27,176,52,186

834,81872,50,43,7,-1,-1,-1.00,0.25,0.32,10.32,-0.06,-0.04,-0.02,22.27,169,57,190

835,81922,50,43,7,-1,-1,-1.00,0.22,0.38,10.35,-0.06,-0.04,-0.03,22.27,172,56,188

836,81972,50,43,7,-1,-1,-1.00,0.29,0.32,10.30,-0.04,-0.04,-0.04,22.27,173,54,189

837,82022,50,43,7,-1,-1,-1.00,0.04,0.42,10.34,-0.09,-0.05,-0.01,22.27,175,55,191

838,82072,50,43,7,-1,-1,-1.00,0.25,0.34,10.32,-0.05,-0.04,-0.02,22.27,170,52,190

839,82122,50,43,7,-1,-1,-1.00,0.00,0.41,10.51,-0.06,-0.04,-0.01,22.27,174,53,190

840,82172,50,43,7,-1,-1,-1.00,0.24,0.32,10.31,-0.05,-0.04,-0.02,22.26,169,50,192

841,82222,50,43,7,-1,-1,-1.00,0.16,0.36,10.40,-0.08,-0.05,-0.02,22.27,169,56,190

842,82272,50,43,7,-1,-1,-1.00,0.26,0.33,10.33,-0.05,-0.04,-0.02,22.28,173,55,188

843,82322,50,43,7,-1,-1,-1.00,0.23,0.50,10.36,-0.07,-0.04,-0.02,22.28,170,55,196

844,82372,50,43,7,-1,-1,-1.00,0.25,0.34,10.33,-0.05,-0.04,-0.02,22.28,163,52,186

845,82422,50,43,7,-1,-1,-1.00,0.25,0.50,10.39,-0.07,-0.05,-0.02,22.28,170,56,193

846,82472,50,43,7,-1,-1,-1.00,0.25,0.33,10.33,-0.05,-0.04,-0.02,22.28,168,51,189

847,82522,50,43,7,-1,-1,-1.00,0.16,0.40,10.45,-0.07,-0.05,-0.02,22.29,171,59,188

848,82572,50,43,7,-1,-1,-1.00,0.26,0.33,10.32,-0.05,-0.04,-0.02,22.27,169,52,189

849,82622,50,43,7,-1,-1,-1.00,0.57,0.41,10.33,-0.06,-0.04,-0.01,22.28,170,55,191

850,82672,50,43,7,-1,-1,-1.00,0.25,0.32,10.30,-0.06,-0.04,-0.02,22.28,171,56,195

851,82751,49,14,36,-1,-1,-1.00,0.22,0.38,10.35,-0.06,-0.04,-0.02,22.28,173,53,192

852,82773,50,41,9,-1,-1,-1.00,0.25,0.31,10.31,-0.06,-0.04,-0.02,22.28,165,54,189

853,82822,49,42,8,-1,-1,-1.00,0.21,0.42,10.41,-0.07,-0.05,-0.03,22.27,169,55,184

854,82870,50,43,7,-1,-1,-1.00,0.24,0.35,10.35,-0.06,-0.04,-0.02,22.27,171,55,191

855,82920,50,43,7,-1,-1,-1.00,0.33,0.35,10.37,-0.05,-0.03,-0.01,22.27,172,57,194

856,82970,50,43,7,-1,-1,-1.00,0.25,0.33,10.31,-0.06,-0.04,-0.02,22.27,169,57,187

857,83020,50,43,7,-1,-1,-1.00,0.23,0.38,10.34,-0.06,-0.04,-0.03,22.28,171,54,195

858,83070,50,43,7,-1,-1,-1.00,0.28,0.32,10.31,-0.04,-0.04,-0.04,22.27,168,53,197

859,83120,50,43,7,-1,-1,-1.00,0.02,0.41,10.29,-0.09,-0.05,-0.02,22.28,175,54,189

860,83170,50,43,7,-1,-1,-1.00,0.24,0.36,10.33,-0.05,-0.04,-0.02,22.28,169,53,191

861,83220,50,43,7,-1,-1,-1.00,0.58,0.45,10.33,-0.06,-0.04,-0.01,22.27,174,54,189

862,83270,50,43,7,-1,-1,-1.00,0.25,0.33,10.32,-0.06,-0.04,-0.02,22.28,166,54,198

863,83320,50,43,7,-1,-1,-1.00,0.23,0.39,10.36,-0.05,-0.04,-0.03,22.27,174,54,190

864,83370,50,43,7,-1,-1,-1.00,0.06,0.25,10.22,-0.05,-0.04,-0.02,22.28,168,57,190

865,83420,50,43,7,-1,-1,-1.00,0.17,0.47,10.45,-0.08,-0.05,-0.02,22.27,177,55,185

866,83470,50,43,7,-1,-1,-1.00,0.26,0.34,10.33,-0.05,-0.04,-0.02,22.28,172,55,190

867,83520,50,43,7,-1,-1,-1.00,0.14,0.34,10.45,-0.06,-0.03,-0.01,22.29,172,53,190

868,83570,50,43,7,-1,-1,-1.00,0.26,0.31,10.31,-0.06,-0.04,-0.02,22.28,167,56,192

869,83620,50,43,7,-1,-1,-1.00,0.06,0.42,10.27,-0.07,-0.04,-0.02,22.27,168,52,183

870,83670,50,43,7,-1,-1,-1.00,0.25,0.34,10.31,-0.05,-0.04,-0.02,22.28,171,54,190

871,83720,50,43,7,-1,-1,-1.00,0.23,0.37,10.35,-0.05,-0.04,-0.03,22.29,176,57,193

872,83770,50,43,7,-1,-1,-1.00,0.01,0.23,10.23,-0.05,-0.04,-0.03,22.27,168,52,190

873,83820,50,43,7,-1,-1,-1.00,0.17,0.48,10.44,-0.08,-0.05,-0.02,22.27,170,56,191

874,83870,50,43,7,-1,-1,-1.00,0.25,0.34,10.32,-0.05,-0.04,-0.02,22.27,168,55,186

875,83922,59,41,9,-1,-1,-1.00,0.04,0.41,10.39,-0.07,-0.05,-0.01,22.27,172,56,187

876,83980,49,42,8,-1,-1,-1.00,0.21,0.33,10.32,-0.05,-0.04,-0.02,22.28,170,56,194

877,84034,49,37,13,-1,-1,-1.00,0.26,0.34,10.35,-0.08,-0.06,-0.02,22.27,163,53,192

878,84078,49,42,8,-1,-1,-1.00,0.25,0.34,10.33,-0.05,-0.04,-0.02,22.27,163,54,192

879,84126,50,43,7,-1,-1,-1.00,0.23,0.36,10.35,-0.06,-0.04,-0.03,22.27,172,59,187

880,84176,50,43,7,-1,-1,-1.00,0.24,0.30,10.28,-0.06,-0.04,-0.02,22.28,168,55,185

881,84226,50,43,7,-1,-1,-1.00,0.15,0.38,10.40,-0.07,-0.05,-0.02,22.28,170,54,193

882,84276,50,43,7,-1,-1,-1.00,0.25,0.32,10.31,-0.05,-0.04,-0.02,22.28,170,55,192

883,84326,50,43,7,-1,-1,-1.00,0.20,0.49,10.35,-0.07,-0.05,-0.02,22.28,176,53,189

884,84376,50,43,7,-1,-1,-1.00,0.24,0.34,10.31,-0.05,-0.04,-0.02,22.28,175,55,190

885,84426,50,43,7,-1,-1,-1.00,0.25,0.51,10.40,-0.07,-0.04,-0.02,22.28,171,55,191

886,84476,50,43,7,-1,-1,-1.00,0.25,0.33,10.33,-0.05,-0.04,-0.02,22.27,166,54,191

887,84526,50,43,7,-1,-1,-1.00,0.16,0.39,10.42,-0.08,-0.05,-0.02,22.28,171,54,190

888,84576,50,43,7,-1,-1,-1.00,0.25,0.33,10.32,-0.05,-0.04,-0.02,22.28,170,55,191

889,84626,50,43,7,-1,-1,-1.00,0.08,0.35,10.49,-0.06,-0.04,-0.01,22.27,170,53,187

890,84676,50,43,7,-1,-1,-1.00,0.25,0.32,10.31,-0.05,-0.04,-0.02,22.28,167,53,184

891,84726,50,43,7,-1,-1,-1.00,0.22,0.47,10.42,-0.07,-0.04,-0.02,22.28,174,51,191

892,84776,50,43,7,-1,-1,-1.00,0.25,0.33,10.32,-0.05,-0.04,-0.02,22.29,167,53,186

893,84826,50,43,7,-1,-1,-1.00,-0.01,0.42,10.49,-0.07,-0.05,-0.01,22.27,174,53,193

894,84876,50,43,7,-1,-1,-1.00,0.23,0.34,10.31,-0.05,-0.04,-0.02,22.27,170,56,192

895,84926,50,43,7,-1,-1,-1.00,0.16,0.37,10.38,-0.08,-0.05,-0.02,22.27,172,57,191

896,84976,50,43,7,-1,-1,-1.00,0.24,0.32,10.32,-0.05,-0.04,-0.02,22.28,171,58,185

897,85026,50,43,7,-1,-1,-1.00,0.24,0.50,10.37,-0.07,-0.04,-0.02,22.28,172,54,189

898,85076,50,43,7,-1,-1,-1.00,0.25,0.33,10.31,-0.05,-0.04,-0.02,22.28,169,52,187

899,85126,77,43,7,-1,-1,-1.00,0.17,0.42,10.43,-0.07,-0.04,-0.02,22.28,174,53,192

900,85500,50,43,7,-1,-1,-1.00,0.25,0.36,10.35,-0.06,-0.04,-0.02,22.27,169,56,190

901,85551,50,42,8,-1,-1,-1.00,0.05,0.36,10.29,-0.08,-0.05,-0.01,22.28,174,52,185

902,85600,50,43,7,-1,-1,-1.00,0.23,0.36,10.33,-0.05,-0.04,-0.02,22.29,163,52,191

903,85650,50,43,7,-1,-1,-1.00,0.06,0.36,10.49,-0.06,-0.04,-0.01,22.28,173,55,193

904,85700,50,43,7,-1,-1,-1.00,0.25,0.32,10.32,-0.05,-0.04,-0.02,22.28,165,54,192

905,85750,50,43,7,-1,-1,-1.00,0.23,0.47,10.43,-0.07,-0.04,-0.02,22.28,175,52,197

